Date,Close
10/17/2016,639.56
10/18/2016,635.11
10/19/2016,629.79
10/20/2016,628.05
10/21/2016,630.83
10/22/2016,652.75
10/23/2016,651.04
10/24/2016,649.98
10/25/2016,654.3
10/26/2016,674
10/27/2016,691.21
10/28/2016,689.95
10/29/2016,714.28
10/30/2016,697.41
10/31/2016,696.9
11/1/2016,730.7
11/2/2016,744.6
11/3/2016,690
11/4/2016,706.32
11/5/2016,706.99
11/6/2016,717.02
11/7/2016,706.42
11/8/2016,711.15
11/9/2016,720.97
11/10/2016,712.91
11/11/2016,716.9
11/12/2016,704.53
11/13/2016,704.01
11/14/2016,708.32
11/15/2016,712.29
11/16/2016,739.85
11/17/2016,730.71
11/18/2016,748.54
11/19/2016,750.77
11/20/2016,731.99
11/21/2016,736.4
11/22/2016,746.66
11/23/2016,741.52
11/24/2016,737.99
11/25/2016,739.74
11/26/2016,735.7
11/27/2016,729.24
11/28/2016,729.77
11/29/2016,732.37
11/30/2016,742.69
12/1/2016,754
12/2/2016,769.25
12/3/2016,766.98
12/4/2016,767.99
12/5/2016,752
12/6/2016,759.8
12/7/2016,764.34
12/8/2016,767.89
12/9/2016,773.22
12/10/2016,775.87
12/11/2016,771.05
12/12/2016,778.94
12/13/2016,776.18
12/14/2016,777.66
12/15/2016,776.16
12/16/2016,780.98
12/17/2016,788.57
12/18/2016,790.72
12/19/2016,790.81
12/20/2016,798.99
12/21/2016,834.5
12/22/2016,856.02
12/23/2016,917.26
12/24/2016,891.5
12/25/2016,896.12
12/26/2016,902.09
12/27/2016,925.2
12/28/2016,982.17
12/29/2016,970.72
12/30/2016,960.81
12/31/2016,973.37
1/1/2017,992.95
1/2/2017,1011.45
1/3/2017,1020.67
1/4/2017,1130.3
1/5/2017,1007
1/6/2017,895.71
1/7/2017,909
1/8/2017,923.33
1/9/2017,902.66
1/10/2017,907
1/11/2017,795.77
1/12/2017,812.25
1/13/2017,831.42
1/14/2017,828
1/15/2017,833.31
1/16/2017,834.41
1/17/2017,906
1/18/2017,887.99
1/19/2017,902.92
1/20/2017,894.31
1/21/2017,925.06
1/22/2017,931.22
1/23/2017,910.7
1/24/2017,887
1/25/2017,896
1/26/2017,917.02
1/27/2017,922.63
1/28/2017,924.98
1/29/2017,916.54
1/30/2017,923.23
1/31/2017,970.01
2/1/2017,992.75
2/2/2017,1008.38
2/3/2017,1018
2/4/2017,1035.54
2/5/2017,1016.32
2/6/2017,1022.58
2/7/2017,1053.96
2/8/2017,1056.7
2/9/2017,994.24
2/10/2017,1001.99
2/11/2017,1018.65
2/12/2017,1010
2/13/2017,1002.82
2/14/2017,1013.92
2/15/2017,1014.53
2/16/2017,1038.94
2/17/2017,1057.3
2/18/2017,1062.15
2/19/2017,1059.88
2/20/2017,1089.82
2/21/2017,1128.29
2/22/2017,1128.71
2/23/2017,1186.9
2/24/2017,1186.91
2/25/2017,1158
2/26/2017,1184.91
2/27/2017,1195.81
2/28/2017,1195.08
3/1/2017,1230
3/2/2017,1269.17
3/3/2017,1292.86
3/4/2017,1273.97
3/5/2017,1278.98
3/6/2017,1284.99
3/7/2017,1237.36
3/8/2017,1150.22
3/9/2017,1197.3
3/10/2017,1109.01
3/11/2017,1188.11
3/12/2017,1235.58
3/13/2017,1245.49
3/14/2017,1247.42
3/15/2017,1263
3/16/2017,1175.11
3/17/2017,1069.57
3/18/2017,970
3/19/2017,1019.49
3/20/2017,1044.96
3/21/2017,1114.42
3/22/2017,1034.57
3/23/2017,1025.14
3/24/2017,934.87
3/25/2017,963.72
3/26/2017,973.08
3/27/2017,1042.08
3/28/2017,1045.4
3/29/2017,1043.27
3/30/2017,1042.34
3/31/2017,1088.99
4/1/2017,1092
4/2/2017,1113.99
4/3/2017,1152.6
4/4/2017,1143.99
4/5/2017,1132.99
4/6/2017,1192.3
4/7/2017,1194
4/8/2017,1184.5
4/9/2017,1210.97
4/10/2017,1210
4/11/2017,1223.99
4/12/2017,1214.17
4/13/2017,1177.05
4/14/2017,1173.74
4/15/2017,1178.85
4/16/2017,1177.99
4/17/2017,1189.91
4/18/2017,1201.94
4/19/2017,1214.21
4/20/2017,1236.15
4/21/2017,1249.99
4/22/2017,1247
4/23/2017,1251.98
4/24/2017,1257.29
4/25/2017,1281.16
4/26/2017,1298.44
4/27/2017,1349.26
4/28/2017,1353.34
4/29/2017,1365.43
4/30/2017,1384.55
5/1/2017,1436.5
5/2/2017,1471.99
5/3/2017,1533
5/4/2017,1563.39
5/5/2017,1551.3
5/6/2017,1585.39
5/7/2017,1609.57
5/8/2017,1713
5/9/2017,1720.43
5/10/2017,1794.99
5/11/2017,1837.93
5/12/2017,1695.61
5/13/2017,1792.73
5/14/2017,1799.99
5/15/2017,1747.81
5/16/2017,1777.48
5/17/2017,1813.23
5/18/2017,1899.16
5/19/2017,1976.23
5/20/2017,2058.91
5/21/2017,2057
5/22/2017,2123.29
5/23/2017,2272.75
5/24/2017,2432.97
5/25/2017,2355
5/26/2017,2272.7
5/27/2017,2099.99
5/28/2017,2232.78
5/29/2017,2279.48
5/30/2017,2191.58
5/31/2017,2303.29
6/1/2017,2419.99
6/2/2017,2478.99
6/3/2017,2548.05
6/4/2017,2521.36
6/5/2017,2698
6/6/2017,2871.29
6/7/2017,2685.64
6/8/2017,2799.73
6/9/2017,2811.39
6/10/2017,2931.15
6/11/2017,2998.98
6/12/2017,2655.71
6/13/2017,2709.01
6/14/2017,2432.21
6/15/2017,2409.98
6/16/2017,2480.43
6/17/2017,2634.94
6/18/2017,2515.25
6/19/2017,2596.98
6/20/2017,2725.08
6/21/2017,2643.35
6/22/2017,2679.99
6/23/2017,2690.76
6/24/2017,2574.84
6/25/2017,2505.61
6/26/2017,2407.91
6/27/2017,2575.75
6/28/2017,2553.12
6/29/2017,2530
6/30/2017,2455.19
7/1/2017,2423.63
7/2/2017,2516.66
7/3/2017,2542.41
7/4/2017,2602
7/5/2017,2616.96
7/6/2017,2604.84
7/7/2017,2501.15
7/8/2017,2561.11
7/9/2017,2508.99
7/10/2017,2331.05
7/11/2017,2310.01
7/12/2017,2383.42
7/13/2017,2340
7/14/2017,2217.24
7/15/2017,1964.31
7/16/2017,1911.78
7/17/2017,2235.19
7/18/2017,2308.15
7/19/2017,2258.99
7/20/2017,2873.48
7/21/2017,2657.45
7/22/2017,2825.27
7/23/2017,2754.28
7/24/2017,2762.26
7/25/2017,2564
7/26/2017,2525.99
7/27/2017,2664.99
7/28/2017,2786.07
7/29/2017,2700.21
7/30/2017,2723.99
7/31/2017,2856.88
8/1/2017,2732.59
8/2/2017,2699.9
8/3/2017,2787.02
8/4/2017,2857.34
8/5/2017,3243.49
8/6/2017,3222.22
8/7/2017,3398.23
8/8/2017,3422.43
8/9/2017,3342.8
8/10/2017,3444.98
8/11/2017,3656.15
8/12/2017,3874
8/13/2017,4060.47
8/14/2017,4320.6
8/15/2017,4159.93
8/16/2017,4370.01
8/17/2017,4280.01
8/18/2017,4101.72
8/19/2017,4157.41
8/20/2017,4050.99
8/21/2017,4002
8/22/2017,4092
8/23/2017,4143.49
8/24/2017,4312.03
8/25/2017,4360
8/26/2017,4344.32
8/27/2017,4340.11
8/28/2017,4384.99
8/29/2017,4599
8/30/2017,4581.98
8/31/2017,4743.94
9/1/2017,4947.99
9/2/2017,4649.99
9/3/2017,4626.05
9/4/2017,4498.25
9/5/2017,4432.51
9/6/2017,4616.18
9/7/2017,4624.18
9/8/2017,4350
9/9/2017,4334.36
9/10/2017,4251.36
9/11/2017,4210.72
9/12/2017,4164.52
9/13/2017,3855.32
9/14/2017,3250.4
9/15/2017,3740.02
9/16/2017,3726.51
9/17/2017,3719.97
9/18/2017,4100
9/19/2017,3910.11
9/20/2017,3872.06
9/21/2017,3617.47
9/22/2017,3619.01
9/23/2017,3787.33
9/24/2017,3669.01
9/25/2017,3919.78
9/26/2017,3885.09
9/27/2017,4200
9/28/2017,4189.42
9/29/2017,4156.99
9/30/2017,4339
10/1/2017,4394.81
10/2/2017,4392.71
10/3/2017,4307.99
10/4/2017,4214.84
10/5/2017,4320.04
10/6/2017,4362.99
10/7/2017,4425
10/8/2017,4603.49
10/9/2017,4769.55
10/10/2017,4750
10/11/2017,4814.99
10/12/2017,5440
10/13/2017,5624.8
10/14/2017,5819.13
10/15/2017,5693.7
10/16/2017,5754.9
10/17/2017,5594
10/18/2017,5574.44
10/19/2017,5704.01
10/20/2017,5989.1
10/21/2017,6024.86
10/22/2017,6005.05
10/23/2017,5905.99
10/24/2017,5525.43
10/25/2017,5739.97
10/26/2017,5891.61
10/27/2017,5780
10/28/2017,5752.01
10/29/2017,6140.01
10/30/2017,6124.16
10/31/2017,6445.01
11/1/2017,6783.69
11/2/2017,7039.98
11/3/2017,7170.01
11/4/2017,7412.55
11/5/2017,7392
11/6/2017,6969.76
11/7/2017,7126.63
11/8/2017,7467.96
11/9/2017,7156
11/10/2017,6577.62
11/11/2017,6346.7
11/12/2017,5886.35
11/13/2017,6535.87
11/14/2017,6605
11/15/2017,7294
11/16/2017,7838.53
11/17/2017,7714.71
11/18/2017,7777.01
11/19/2017,8031.82
11/20/2017,8256.01
11/21/2017,8109
11/22/2017,8250
11/23/2017,8031.16
11/24/2017,8215.01
11/25/2017,8795.5
11/26/2017,9401.11
11/27/2017,9768.71
11/28/2017,9949
11/29/2017,9935.98
11/30/2017,9903
12/1/2017,10869.84
12/2/2017,10930.24
12/3/2017,11290
12/4/2017,11643.98
12/5/2017,11718.35
12/6/2017,14090
12/7/2017,17390.01
12/8/2017,16367.03
12/9/2017,15309.98
12/10/2017,15290.01
12/11/2017,16885.76
12/12/2017,17730.12
12/13/2017,16689.61
12/14/2017,16749.78
12/15/2017,17738.67
12/16/2017,19650.01
12/17/2017,19378.99
12/18/2017,19039.01
12/19/2017,17838.73
12/20/2017,16496.89
12/21/2017,15758.8
12/22/2017,14210.57
12/23/2017,15075.89
12/24/2017,14221.94
12/25/2017,14171.98
12/26/2017,15790.88
12/27/2017,15367.08
12/28/2017,14450.01
12/29/2017,14565.05
12/30/2017,12839.99
12/31/2017,13863.13
1/1/2018,13480.01
1/2/2018,14781.51
1/3/2018,15098.14
1/4/2018,15144.99
1/5/2018,16960.01
1/6/2018,17098.99
1/7/2018,16174.22
1/8/2018,14993.74
1/9/2018,14480.99
1/10/2018,14875.18
1/11/2018,13308.06
1/12/2018,13820
1/13/2018,14187.95
1/14/2018,13656.23
1/15/2018,13590
1/16/2018,11570.01
1/17/2018,11200.01
1/18/2018,11305.53
1/19/2018,11498.99
1/20/2018,12762.8
1/21/2018,11518.17
1/22/2018,10766.7
1/23/2018,10824.94
1/24/2018,11356.79
1/25/2018,11118
1/26/2018,11086.89
1/27/2018,11319
1/28/2018,11536
1/29/2018,11123.01
1/30/2018,9995
1/31/2018,10099.99
2/1/2018,9014.23
2/2/2018,8787.52
2/3/2018,9240
2/4/2018,8167.91
2/5/2018,6905.19
2/6/2018,7688.46
2/7/2018,7575.75
2/8/2018,8218.1
2/9/2018,8671.01
2/10/2018,8547.49
2/11/2018,8072.99
2/12/2018,8872.28
2/13/2018,8520.01
2/14/2018,9472.98
2/15/2018,10031.23
2/16/2018,10167.49
2/17/2018,11121.5
2/18/2018,10380.04
2/19/2018,11140
2/20/2018,11235.57
2/21/2018,10454.27
2/22/2018,9830
2/23/2018,10144.99
2/24/2018,9688.62
2/25/2018,9597.99
2/26/2018,10300
2/27/2018,10566.57
2/28/2018,10307.27
3/1/2018,10895.92
3/2/2018,11000
3/3/2018,11432.5
3/4/2018,11469.9
3/5/2018,11377.54
3/6/2018,10700
3/7/2018,9925
3/8/2018,9304.89
3/9/2018,9255
3/10/2018,8795.44
3/11/2018,9533.88
3/12/2018,9120
3/13/2018,9145.41
3/14/2018,8207.02
3/15/2018,8259.99
3/16/2018,8275
3/17/2018,7857.6
3/18/2018,8192
3/19/2018,8589
3/20/2018,8900
3/21/2018,8891.81
3/22/2018,8715.09
3/23/2018,8927.1
3/24/2018,8531.34
3/25/2018,8453
3/26/2018,8145
3/27/2018,7793.61
3/28/2018,7942.72
3/29/2018,7080
3/30/2018,6848.01
3/31/2018,6928.5
4/1/2018,6816.01
4/2/2018,7045.01
4/3/2018,7424.9
4/4/2018,6791.68
4/5/2018,6785.85
4/6/2018,6619.01
4/7/2018,6894.01
4/8/2018,7020.01
4/9/2018,6771.13
4/10/2018,6824.99
4/11/2018,6942.99
4/12/2018,7916
4/13/2018,7893.19
4/14/2018,8003.11
4/15/2018,8355.25
4/16/2018,8048.93
4/17/2018,7892.1
4/18/2018,8152.05
4/19/2018,8274
4/20/2018,8866.27
4/21/2018,8915.42
4/22/2018,8795.01
4/23/2018,8931.3
4/24/2018,9645.1
4/25/2018,8865.98
4/26/2018,9272.11
4/27/2018,8922.55
4/28/2018,9329.99
4/29/2018,9389.01
4/30/2018,9243.83
5/1/2018,9072.29
5/2/2018,9190.48
5/3/2018,9725.74
5/4/2018,9685
5/5/2018,9800
5/6/2018,9600
5/7/2018,9353
5/8/2018,9177.82
5/9/2018,9300.08
5/10/2018,9010.51
5/11/2018,8403.33
5/12/2018,8475
5/13/2018,8686.1
5/14/2018,8670
5/15/2018,8477.46
5/16/2018,8344
5/17/2018,8059
5/18/2018,8238.51
5/19/2018,8235.6
5/20/2018,8516.86
5/21/2018,8393.44
5/22/2018,7987.7
5/23/2018,7505
5/24/2018,7584.15
5/25/2018,7459.11
5/26/2018,7337.95
5/27/2018,7346.64
5/28/2018,7107.94
5/29/2018,7460
5/30/2018,7380.01
5/31/2018,7485
6/1/2018,7514.32
6/2/2018,7636.42
6/3/2018,7706.37
6/4/2018,7487.37
6/5/2018,7612.51
6/6/2018,7655
6/7/2018,7684.93
6/8/2018,7618.8
6/9/2018,7496.4
6/10/2018,6770.31
6/11/2018,6881
6/12/2018,6545
6/13/2018,6302.31
6/14/2018,6638.49
6/15/2018,6391.22
6/16/2018,6484.29
6/17/2018,6447.16
6/18/2018,6709.02
6/19/2018,6736.41
6/20/2018,6759.18
6/21/2018,6719.01
6/22/2018,6059.82
6/23/2018,6178.29
6/24/2018,6149.99
6/25/2018,6246.01
6/26/2018,6074
6/27/2018,6132.17
6/28/2018,5851.66
6/29/2018,6202.36
6/30/2018,6383.19
7/1/2018,6349.5
7/2/2018,6611.79
7/3/2018,6502.62
7/4/2018,6587.47
7/5/2018,6532.95
7/6/2018,6600
7/7/2018,6753.28
7/8/2018,6701.97
7/9/2018,6664.01
7/10/2018,6303.7
7/11/2018,6390.04
7/12/2018,6249.75
7/13/2018,6216.29
7/14/2018,6248.65
7/15/2018,6348.73
7/16/2018,6728.81
7/17/2018,7315.01
7/18/2018,7378.99
7/19/2018,7470.01
7/20/2018,7334.46
7/21/2018,7408
7/22/2018,7397.8
7/23/2018,7720.09
7/24/2018,8385.5
7/25/2018,8157.15
7/26/2018,7931.99
7/27/2018,8184.21
7/28/2018,8228.9
7/29/2018,8216.34
7/30/2018,8170.01
7/31/2018,7727.27
8/1/2018,7603.99
8/2/2018,7533.92
8/3/2018,7414.08
8/4/2018,7005
8/5/2018,7030.01
8/6/2018,6938
8/7/2018,6718.22
8/8/2018,6282.5
8/9/2018,6546.45
8/10/2018,6146.01
8/11/2018,6235.56
8/12/2018,6316.01
8/13/2018,6253.67
8/14/2018,6195.01
8/15/2018,6269.01
8/16/2018,6315.9
8/17/2018,6585.49
8/18/2018,6396.64
8/19/2018,6489.53
8/20/2018,6258.74
8/21/2018,6475.89
8/22/2018,6359.99
8/23/2018,6526.36
8/24/2018,6690.88
8/25/2018,6737.52
8/26/2018,6709.98
8/27/2018,6911.9
8/28/2018,7071.01
8/29/2018,7030.9
8/30/2018,6983
8/31/2018,7015.01
9/1/2018,7191.08
9/2/2018,7295
9/3/2018,7256.98
9/4/2018,7360
9/5/2018,6687.96
9/6/2018,6495
9/7/2018,6395.01
9/8/2018,6188
9/9/2018,6235.01
9/10/2018,6300
9/11/2018,6282.53
9/12/2018,6326
9/13/2018,6485.99
9/14/2018,6478.04
9/15/2018,6518.68
9/16/2018,6498
9/17/2018,6250.7
9/18/2018,6335.7
9/19/2018,6386.94
9/20/2018,6493.11
9/21/2018,6750
9/22/2018,6707.33
9/23/2018,6696.99
9/24/2018,6582.09
9/25/2018,6436.89
9/26/2018,6455.66
9/27/2018,6680.01
9/28/2018,6620.01
9/29/2018,6581
9/30/2018,6605
10/1/2018,6572.83
10/2/2018,6498.46
10/3/2018,6466.03
10/4/2018,6547.45
10/5/2018,6593.94
10/6/2018,6552.43
10/7/2018,6570
10/8/2018,6608.07
10/9/2018,6589.48
10/10/2018,6524.56
10/11/2018,6154.69
10/12/2018,6188.01
10/13/2018,6196
10/14/2018,6183.49
10/15/2018,6440.42
10/16/2018,6457.11
10/17/2018,6443.7
10/18/2018,6394.96
10/19/2018,6382.99
10/20/2018,6414
10/21/2018,6415.88
10/22/2018,6407.65
10/23/2018,6395.14
10/24/2018,6415.98
10/25/2018,6395.58
10/26/2018,6404.87
10/27/2018,6409.12
10/28/2018,6403.62
10/29/2018,6266
10/30/2018,6267.63
10/31/2018,6304.18
11/1/2018,6344
11/2/2018,6349.8
11/3/2018,6331.96
11/4/2018,6423.28
11/5/2018,6404
11/6/2018,6448.5
11/7/2018,6503.12
11/8/2018,6406.24
11/9/2018,6334.89
11/10/2018,6347.42
11/11/2018,6357.6
11/12/2018,6327.87
11/13/2018,6259.34
11/14/2018,5605.46
11/15/2018,5579.52
11/16/2018,5512.24
11/17/2018,5504.17
11/18/2018,5560
11/19/2018,4733.5
11/20/2018,4349.23
11/21/2018,4545.11
11/22/2018,4265.36
11/23/2018,4283.8
11/24/2018,3774.99
11/25/2018,3936.69
11/26/2018,3731.32
11/27/2018,3775
11/28/2018,4225.03
11/29/2018,4248
11/30/2018,3976
12/1/2018,4142.01
12/2/2018,4103.19
12/3/2018,3833.47
12/4/2018,3901.84
12/5/2018,3694.39
12/6/2018,3433.26
12/7/2018,3380.01
12/8/2018,3401
12/9/2018,3531.18
12/10/2018,3410.15
12/11/2018,3349.36
12/12/2018,3430.24
12/13/2018,3265
12/14/2018,3195.71
12/15/2018,3183
12/16/2018,3195
12/17/2018,3496.82
12/18/2018,3667.77
12/19/2018,3682.51
12/20/2018,4075.34
12/21/2018,3839.06
12/22/2018,3980.46
12/23/2018,3944.93
12/24/2018,4034
12/25/2018,3780
12/26/2018,3809.88
12/27/2018,3589.89
12/28/2018,3888.06
12/29/2018,3729.31
12/30/2018,3829
12/31/2018,3691.86
1/1/2019,3826.1
1/2/2019,3890.79
1/3/2019,3787.57
1/4/2019,3820.25
1/5/2019,3798.62
1/6/2019,4040.99
1/7/2019,4006.01
1/8/2019,3993.86
1/9/2019,4004.12
1/10/2019,3626.12
1/11/2019,3635.69
1/12/2019,3619.41
1/13/2019,3514.24
1/14/2019,3664.19
1/15/2019,3580.76
1/16/2019,3609.71
1/17/2019,3640.65
1/18/2019,3607.85
1/19/2019,3682.65
1/20/2019,3536.19
1/21/2019,3531.76
1/22/2019,3577.03
1/23/2019,3553.01
1/24/2019,3568.97
1/25/2019,3562.17
1/26/2019,3556.07
1/27/2019,3531.02
1/28/2019,3429.95
1/29/2019,3397.42
1/30/2019,3437.55
1/31/2019,3411.5
2/1/2019,3437.5
2/2/2019,3468.43
2/3/2019,3414.78
2/4/2019,3409.57
2/5/2019,3428.4
2/6/2019,3367.36
2/7/2019,3359
2/8/2019,3621.99
2/9/2019,3623.73
2/10/2019,3648.84
2/11/2019,3590.36
2/12/2019,3588.06
2/13/2019,3576.68
2/14/2019,3561.5
2/15/2019,3566.59
2/16/2019,3582.37
2/17/2019,3625.08
2/18/2019,3867
2/19/2019,3888.01
2/20/2019,3938.99
2/21/2019,3897.71
2/22/2019,3942.02
2/23/2019,4110
2/24/2019,3734.22
2/25/2019,3818.79
2/26/2019,3799.48
2/27/2019,3799.91
2/28/2019,3792.14
3/1/2019,3806.17
3/2/2019,3809.7
3/3/2019,3786.93
3/4/2019,3700.72
3/5/2019,3844.59
3/6/2019,3851.89
3/7/2019,3857.05
3/8/2019,3843.12
3/9/2019,3917
3/10/2019,3900.92
3/11/2019,3849.68
3/12/2019,3860
3/13/2019,3851.02
3/14/2019,3853.95
3/15/2019,3902.8
3/16/2019,3990
3/17/2019,3967.01
3/18/2019,3970.5
3/19/2019,4000.85
3/20/2019,4033
3/21/2019,3972.76
3/22/2019,3983.78
3/23/2019,3983.43
3/24/2019,3969.52
3/25/2019,3908.01
3/26/2019,3922.42
3/27/2019,4026.53
3/28/2019,4011.17
3/29/2019,4091.01
3/30/2019,4094.14
3/31/2019,4095
4/1/2019,4137.01
4/2/2019,4901.93
4/3/2019,4975.07
4/4/2019,4906.49
4/5/2019,5040.66
4/6/2019,5049.22
4/7/2019,5190.2
4/8/2019,5285.54
4/9/2019,5193.49
4/10/2019,5320.81
4/11/2019,5041.32
4/12/2019,5078.18
4/13/2019,5066.22
4/14/2019,5164
4/15/2019,5029.99
4/16/2019,5204.92
4/17/2019,5227
4/18/2019,5282.32
4/19/2019,5290.36
4/20/2019,5319.89
4/21/2019,5297.64
4/22/2019,5387.6
4/23/2019,5532.85
4/24/2019,5443.14
4/25/2019,5125.3
4/26/2019,5159.51
4/27/2019,5170.6
4/28/2019,5155
4/29/2019,5148.25
4/30/2019,5267.43
5/1/2019,5321.15
5/2/2019,5390.01
5/3/2019,5657.4
5/4/2019,5770.01
5/5/2019,5715.86
5/6/2019,5687.9
5/7/2019,5743.3
